ROWID,COMPID,SUB,LEAD01,LEAD02,LEAD03,LEAD04,LEAD05,LEAD06,LEAD07,LEAD08,LEAD09,LEAD10,LEAD11,TSIG01,TSIG02,TSIG03,HOSTIL01,HOSTIL02,HOSTIL03,HOSTIL04,HOSTIL05,LEAD,TSIG,HOSTILE,GLEAD,GTSIG,GHOSTILE
187,7,187,2,3,3,3,3,4,1,3,3,3,3,1,1,2,0,0,0,0,0,2.818181818,1.333333333,0,3.460606061,3.177777778,.64
188,7,188,4,4,4,5,4,4,4,4,5,5,4,4,5,4,1,0,0,0,1,4.272727273,4.333333333,.4,3.460606061,3.177777778,.64
189,7,189,4,3,3,4,2,4,3,3,3,3,3,5,5,4,3,2,0,1,0,3.181818182,4.666666667,1.2,3.460606061,3.177777778,.64
190,7,190,4,4,4,4,4,4,3,3,3,3,4,4,4,4,0,1,0,0,0,3.636363636,4,.2,3.460606061,3.177777778,.64
191,7,191,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,3.460606061,3.177777778,.64
192,9,192,2,4,3,3,3,2,1,5,1,4,3,5,3,2,0,2,3,0,3,2.818181818,3.333333333,1.6,3.321678322,3.666666667,.630769231
193,9,193,2,4,4,4,3,3,1,4,1,4,4,2,2,2,0,0,2,0,0,3.090909091,2,.4,3.321678322,3.666666667,.630769231
194,9,194,5,5,3,4,3,4,3,4,3,4,4,3,4,4,1,1,1,1,1,3.818181818,3.666666667,1,3.321678322,3.666666667,.630769231
195,9,195,5,5,2,2,3,4,1,5,1,5,3,4,2,2,0,0,0,0,0,3.272727273,2.666666667,0,3.321678322,3.666666667,.630769231
196,9,196,2,3,3,1,3,3,4,3,2,1,1,5,5,3,4,2,2,2,1,2.363636364,4.333333333,2.2,3.321678322,3.666666667,.630769231
197,9,197,4,4,5,5,5,5,5,5,5,5,5,4,4,4,0,0,0,0,0,4.818181818,4,0,3.321678322,3.666666667,.630769231
198,9,198,4,4,4,4,4,4,4,5,2,4,4,5,4,4,0,0,0,0,0,3.909090909,4.333333333,0,3.321678322,3.666666667,.630769231
199,9,199,4,4,4,3,4,4,3,3,3,3,4,4,4,4,1,0,0,0,1,3.545454545,4,.4,3.321678322,3.666666667,.630769231
200,9,200,2,4,2,1,1,4,1,3,1,4,2,3,3,3,3,1,2,0,0,2.272727273,3,1.2,3.321678322,3.666666667,.630769231
201,9,201,3,4,3,4,3,4,4,4,3,3,3,4,5,5,0,0,0,0,0,3.454545455,4.666666667,0,3.321678322,3.666666667,.630769231
202,9,202,4,4,2,1,4,4,3,4,3,4,4,5,3,4,3,1,1,2,0,3.363636364,4,1.4,3.321678322,3.666666667,.630769231
203,9,203,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,3.909090909,4,0,3.321678322,3.666666667,.630769231
204,9,204,2,3,2,1,3,3,3,3,2,3,3,4,3,4,0,0,0,0,0,2.545454545,3.666666667,0,3.321678322,3.666666667,.630769231
205,10,205,4,5,5,5,4,4,4,4,4,4,5,2,5,5,1,0,1,0,0,4.363636364,4,.4,3.338557994,3.356321839,.537931034
206,10,206,5,4,4,4,4,4,3,4,3,4,4,3,3,2,2,1,1,0,1,3.909090909,2.666666667,1,3.338557994,3.356321839,.537931034
207,10,207,4,4,4,1,2,4,4,4,1,1,1,4,2,4,3,2,3,4,3,2.727272727,3.333333333,3,3.338557994,3.356321839,.537931034
208,10,208,5,5,5,5,4,4,5,5,4,4,4,4,5,4,0,0,0,0,0,4.545454545,4.333333333,0,3.338557994,3.356321839,.537931034
209,10,209,4,4,4,4,4,4,3,4,3,4,2,3,4,3,1,0,0,0,0,3.636363636,3.333333333,.2,3.338557994,3.356321839,.537931034
210,10,210,3,4,4,3,4,4,5,5,5,4,3,5,5,4,1,0,1,0,0,4,4.666666667,.4,3.338557994,3.356321839,.537931034
211,10,211,5,4,4,5,4,3,5,5,5,5,5,3,5,5,0,0,0,0,0,4.545454545,4.333333333,0,3.338557994,3.356321839,.537931034
212,10,212,5,5,3,4,3,4,2,3,2,3,4,2,2,4,0,0,0,0,0,3.454545455,2.666666667,0,3.338557994,3.356321839,.537931034
213,10,213,2,5,4,4,4,4,2,4,2,4,2,4,4,4,0,0,0,0,0,3.363636364,4,0,3.338557994,3.356321839,.537931034
214,10,214,1,2,1,1,1,2,1,1,2,1,1,2,3,4,2,0,4,0,0,1.272727273,3,1.2,3.338557994,3.356321839,.537931034
215,10,215,4,3,4,3,4,4,3,4,3,3,3,3,3,2,1,0,4,3,0,3.454545455,2.666666667,1.6,3.338557994,3.356321839,.537931034
216,10,216,5,5,3,1,3,3,3,4,3,4,4,3,2,4,2,4,0,0,0,3.454545455,3,1.2,3.338557994,3.356321839,.537931034
217,10,217,1,1,2,1,2,2,1,1,1,1,1,2,4,5,3,1,0,0,0,1.272727273,3.666666667,.8,3.338557994,3.356321839,.537931034
218,10,218,4,4,3,3,4,4,3,4,2,4,2,1,3,4,0,0,0,0,0,3.363636364,2.666666667,0,3.338557994,3.356321839,.537931034
219,10,219,5,5,2,2,3,2,2,2,2,2,3,2,2,3,2,0,3,3,0,2.727272727,2.333333333,1.6,3.338557994,3.356321839,.537931034
220,10,220,3,3,4,4,4,4,4,4,4,4,4,3,3,3,0,0,0,0,0,3.818181818,3,0,3.338557994,3.356321839,.537931034
221,10,221,4,4,3,1,3,1,1,2,3,3,2,4,3,3,3,1,0,0,1,2.454545455,3.333333333,1,3.338557994,3.356321839,.537931034
222,10,222,4,4,4,2,3,4,4,4,3,3,3,3,3,4,1,0,0,0,0,3.454545455,3.333333333,.2,3.338557994,3.356321839,.537931034
223,10,223,4,4,4,4,4,4,4,4,4,4,4,5,5,5,0,0,0,0,0,4,5,0,3.338557994,3.356321839,.537931034
224,10,224,4,4,3,4,4,3,4,4,4,2,4,2,3,3,0,0,0,0,0,3.636363636,2.666666667,0,3.338557994,3.356321839,.537931034
225,10,225,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1.545454545,1,.8,3.338557994,3.356321839,.537931034
226,10,226,3,3,4,5,3,4,4,4,4,4,4,4,4,5,0,0,1,4,0,3.818181818,4.333333333,1,3.338557994,3.356321839,.537931034
227,10,227,3,4,4,2,4,4,3,2,2,2,2,3,2,5,0,0,0,0,0,2.909090909,3.333333333,0,3.338557994,3.356321839,.537931034
228,10,228,4,4,4,4,3,3,4,4,3,4,4,3,4,3,0,0,1,0,0,3.727272727,3.333333333,.2,3.338557994,3.356321839,.537931034
229,10,229,4,4,4,4,4,4,4,4,4,5,3,4,4,5,0,0,0,0,0,4,4.333333333,0,3.338557994,3.356321839,.537931034
230,10,230,3,2,3,4,1,4,2,4,1,1,2,2,4,2,2,0,0,0,0,2.454545455,2.666666667,.4,3.338557994,3.356321839,.537931034
231,10,231,3,3,3,4,1,2,3,3,3,2,3,3,2,3,1,0,1,0,0,2.727272727,2.666666667,.4,3.338557994,3.356321839,.537931034
232,10,232,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,3.338557994,3.356321839,.537931034
233,10,233,5,5,4,4,4,4,4,4,4,4,4,3,4,4,1,0,0,0,0,4.181818182,3.666666667,.2,3.338557994,3.356321839,.537931034
234,13,234,3,3,2,4,1,2,2,3,3,3,3,2,3,3,0,0,4,0,0,2.636363636,2.666666667,.8,3.062442608,3.393939394,.793939394
235,13,235,3,3,4,4,3,3,4,4,4,4,4,3,4,4,1,0,0,0,0,3.636363636,3.666666667,.2,3.062442608,3.393939394,.793939394
236,13,236,3,3,3,1,4,4,2,4,1,1,3,1,4,4,4,4,4,4,3,2.636363636,3,3.8,3.062442608,3.393939394,.793939394
237,13,237,3,3,1,1,2,1,1,2,1,2,1,2,1,2,4,4,1,0,2,1.636363636,1.666666667,2.2,3.062442608,3.393939394,.793939394
238,13,238,4,4,2,2,3,3,5,4,5,1,3,1,3,3,3,1,4,1,1,3.272727273,2.333333333,2,3.062442608,3.393939394,.793939394
239,13,239,4,4,1,1,3,2,3,4,3,4,3,3,3,1,0,0,1,0,0,2.909090909,2.333333333,.2,3.062442608,3.393939394,.793939394
240,13,240,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,0,3.062442608,3.393939394,.793939394
241,13,241,3,1,1,2,3,3,3,2,3,2,3,4,3,4,2,0,3,3,1,2.363636364,3.666666667,1.8,3.062442608,3.393939394,.793939394
242,13,242,4,5,3,4,4,4,4,4,4,4,4,5,4,4,2,1,1,0,0,4,4.333333333,.8,3.062442608,3.393939394,.793939394
243,13,243,4,4,2,3,3,3,2,2,1,3,3,3,4,4,2,0,1,1,0,2.727272727,3.666666667,.8,3.062442608,3.393939394,.793939394
244,13,244,1,1,1,1,1,1,3,1,1,2,2,1,5,3,4,0,3,2,0,1.363636364,3,1.8,3.062442608,3.393939394,.793939394
245,13,245,4,5,2,2,2,5,3,3,3,3,3,3,3,3,0,0,0,0,0,3.181818182,3,0,3.062442608,3.393939394,.793939394
246,13,246,4,4,4,4,3,4,4,4,3,4,4,4,4,4,0,0,0,0,0,3.818181818,4,0,3.062442608,3.393939394,.793939394
247,13,247,3,3,2,3,3,3,3,4,3,4,3,4,4,4,0,0,0,0,0,3.090909091,4,0,3.062442608,3.393939394,.793939394
248,13,248,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0,0,3.909090909,4,.4,3.062442608,3.393939394,.793939394
249,13,249,3,2,1,2,3,1,2,1,3,1,2,1,3,3,4,0,2,2,1,1.909090909,2.333333333,1.8,3.062442608,3.393939394,.793939394
250,13,250,2,2,2,4,5,2,5,5,5,2,3,5,5,5,0,0,0,0,0,3.363636364,5,0,3.062442608,3.393939394,.793939394
251,13,251,4,3,4,3,4,4,4,4,3,3,4,4,3,4,0,0,0,0,0,3.636363636,3.666666667,0,3.062442608,3.393939394,.793939394
252,13,252,3,2,4,3,3,2,1,4,2,4,3,3,4,3,2,0,0,0,0,2.818181818,3.333333333,.4,3.062442608,3.393939394,.793939394
253,13,253,4,4,4,4,4,4,4,4,3,3,4,3,3,3,0,0,0,0,0,3.818181818,3,0,3.062442608,3.393939394,.793939394
254,13,254,3,3,1,2,3,2,3,3,3,2,3,2,4,2,2,1,3,2,2,2.545454545,2.666666667,2,3.062442608,3.393939394,.793939394
255,13,255,3,3,3,4,5,5,4,4,1,4,4,5,4,4,1,0,0,0,0,3.636363636,4.333333333,.2,3.062442608,3.393939394,.793939394
256,13,256,3,3,3,3,3,3,3,3,3,3,3,3,4,4,0,0,0,0,0,3,3.666666667,0,3.062442608,3.393939394,.793939394
257,13,257,2,2,1,1,2,2,1,2,2,2,2,4,4,4,3,0,0,0,0,1.727272727,4,.6,3.062442608,3.393939394,.793939394
258,13,258,1,2,1,3,1,1,2,2,2,2,1,3,3,3,0,0,1,1,0,1.636363636,3,.4,3.062442608,3.393939394,.793939394
259,13,259,3,3,3,4,3,3,4,4,3,3,2,3,3,3,1,1,3,3,0,3.181818182,3,1.6,3.062442608,3.393939394,.793939394
260,13,260,4,2,4,2,5,4,4,4,4,2,4,2,4,4,1,0,0,0,0,3.545454545,3.333333333,.2,3.062442608,3.393939394,.793939394
261,13,261,4,4,3,2,4,2,3,4,3,4,4,2,4,3,0,0,0,0,0,3.363636364,3,0,3.062442608,3.393939394,.793939394
262,13,262,4,4,4,4,4,5,4,5,4,4,4,4,4,4,0,0,0,0,0,4.181818182,4,0,3.062442608,3.393939394,.793939394
263,13,263,3,4,3,4,3,4,4,4,4,4,4,4,3,4,0,1,1,1,1,3.727272727,3.666666667,.8,3.062442608,3.393939394,.793939394
264,13,264,3,4,2,2,3,3,3,4,3,4,3,2,2,2,1,0,1,0,0,3.090909091,2,.4,3.062442608,3.393939394,.793939394
265,13,265,3,1,1,1,3,3,4,5,3,4,2,1,3,3,1,0,4,4,0,2.727272727,2.333333333,1.8,3.062442608,3.393939394,.793939394
266,13,266,4,4,2,2,4,5,3,2,2,3,2,2,3,3,3,0,0,0,0,3,2.666666667,.6,3.062442608,3.393939394,.793939394
267,13,267,1,2,2,3,3,3,1,4,1,4,2,1,3,3,2,2,1,1,3,2.363636364,2.333333333,1.8,3.062442608,3.393939394,.793939394
268,13,268,2,1,1,1,2,2,1,2,2,2,3,4,4,4,0,0,0,0,0,1.727272727,4,0,3.062442608,3.393939394,.793939394
269,13,269,2,2,2,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,2.545454545,3,0,3.062442608,3.393939394,.793939394
270,13,270,5,4,4,5,5,4,5,4,4,4,4,5,5,5,0,0,4,0,0,4.363636364,5,.8,3.062442608,3.393939394,.793939394
271,13,271,5,5,4,4,5,4,5,4,5,5,4,3,5,5,0,0,0,0,0,4.545454545,4.333333333,0,3.062442608,3.393939394,.793939394
272,13,272,4,4,2,3,3,3,2,2,2,2,3,4,4,4,3,0,0,1,1,2.727272727,4,1,3.062442608,3.393939394,.793939394
273,13,273,3,2,3,3,4,4,3,3,3,3,3,1,4,4,2,0,0,0,0,3.090909091,3,.4,3.062442608,3.393939394,.793939394
274,13,274,4,4,4,4,4,4,4,4,3,3,4,3,3,3,0,0,0,0,0,3.818181818,3,0,3.062442608,3.393939394,.793939394
275,13,275,2,2,3,2,3,3,4,3,3,3,3,3,4,4,4,2,4,3,0,2.818181818,3.666666667,2.6,3.062442608,3.393939394,.793939394
276,13,276,4,2,3,2,4,3,3,3,2,2,3,4,4,4,0,0,0,0,0,2.818181818,4,0,3.062442608,3.393939394,.793939394
277,13,277,5,4,3,5,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4.090909091,4,0,3.062442608,3.393939394,.793939394
278,13,278,3,3,3,3,3,3,2,4,2,4,4,1,3,4,0,0,1,0,0,3.090909091,2.666666667,.2,3.062442608,3.393939394,.793939394
279,13,279,4,2,3,2,3,2,3,2,4,4,3,3,4,4,2,0,1,0,1,2.909090909,3.666666667,.8,3.062442608,3.393939394,.793939394
280,13,280,4,4,4,2,3,3,3,3,4,3,4,4,4,4,1,0,0,0,0,3.363636364,4,.2,3.062442608,3.393939394,.793939394
281,13,281,3,1,2,3,3,2,3,3,3,3,3,3,3,3,0,0,0,0,0,2.636363636,3,0,3.062442608,3.393939394,.793939394
282,13,282,5,4,4,2,4,5,4,4,4,4,4,5,4,4,0,1,0,2,1,4,4.333333333,.8,3.062442608,3.393939394,.793939394
283,13,283,4,4,3,2,4,3,2,3,2,2,3,2,2,2,1,1,0,0,0,2.909090909,2,.4,3.062442608,3.393939394,.793939394
284,13,284,5,5,3,4,3,4,5,5,4,4,4,4,5,5,1,0,0,0,1,4.181818182,4.666666667,.4,3.062442608,3.393939394,.793939394
285,13,285,4,4,4,4,4,3,4,4,4,4,4,3,4,4,0,0,0,0,0,3.909090909,3.666666667,0,3.062442608,3.393939394,.793939394
286,13,286,4,4,2,5,3,3,4,4,3,3,3,4,3,3,4,3,2,1,0,3.454545455,3.333333333,2,3.062442608,3.393939394,.793939394
287,13,287,3,2,1,1,3,3,4,3,4,4,1,4,4,4,1,0,1,1,0,2.636363636,4,.6,3.062442608,3.393939394,.793939394
288,13,288,4,3,1,4,4,2,4,2,1,4,4,1,4,4,3,3,4,3,4,3,3,3.4,3.062442608,3.393939394,.793939394
289,13,289,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,3.062442608,3.393939394,.793939394
290,13,290,3,4,1,2,2,4,3,3,2,4,2,4,4,4,3,0,0,0,0,2.727272727,4,.6,3.062442608,3.393939394,.793939394
291,13,291,2,4,1,1,1,3,3,5,1,4,3,4,5,4,4,4,4,2,2,2.545454545,4.333333333,3.2,3.062442608,3.393939394,.793939394
292,13,292,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.545454545,1,0,3.062442608,3.393939394,.793939394
293,13,293,4,2,3,4,3,3,4,3,2,2,2,3,4,3,3,3,1,0,1,2.909090909,3.333333333,1.6,3.062442608,3.393939394,.793939394
294,13,294,4,4,2,3,4,4,4,3,4,4,4,4,4,4,3,0,0,0,0,3.636363636,4,.6,3.062442608,3.393939394,.793939394
295,13,295,3,2,2,1,3,3,3,3,3,3,3,2,4,4,1,0,0,0,0,2.636363636,3.333333333,.2,3.062442608,3.393939394,.793939394
296,13,296,3,2,3,3,4,3,4,3,3,3,3,4,4,4,3,0,1,1,0,3.090909091,4,1,3.062442608,3.393939394,.793939394
297,13,297,4,4,3,2,3,3,3,3,3,3,3,2,2,2,1,0,1,0,1,3.090909091,2,.6,3.062442608,3.393939394,.793939394
298,13,298,4,4,4,4,4,2,2,4,4,4,4,4,4,4,0,0,0,0,0,3.636363636,4,0,3.062442608,3.393939394,.793939394
299,13,299,3,4,2,2,3,4,2,4,2,2,4,4,4,4,1,0,0,0,0,2.909090909,4,.2,3.062442608,3.393939394,.793939394
300,13,300,4,4,3,2,3,3,1,2,2,2,2,4,4,4,0,0,0,0,0,2.545454545,4,0,3.062442608,3.393939394,.793939394
301,13,301,1,1,5,5,3,1,3,3,5,3,4,1,1,1,4,4,4,4,4,3.090909091,1,4,3.062442608,3.393939394,.793939394
302,13,302,2,4,2,1,2,2,2,2,1,1,2,3,3,1,1,1,2,0,0,1.909090909,2.333333333,.8,3.062442608,3.393939394,.793939394
303,13,303,4,2,2,4,4,4,4,4,4,4,4,2,4,4,3,1,0,0,0,3.636363636,3.333333333,.8,3.062442608,3.393939394,.793939394
304,13,304,3,4,1,2,1,3,1,3,1,4,1,1,1,2,4,4,4,4,2,2.181818182,1.333333333,3.6,3.062442608,3.393939394,.793939394
305,13,305,4,4,4,4,4,3,5,4,5,3,4,3,4,5,1,1,1,0,1,4,4,.8,3.062442608,3.393939394,.793939394
306,13,306,2,2,2,4,3,3,3,3,3,3,2,1,1,4,1,1,1,1,3,2.727272727,2,1.4,3.062442608,3.393939394,.793939394
307,13,307,3,2,3,3,2,2,5,4,3,4,4,4,4,3,0,0,0,0,0,3.181818182,3.666666667,0,3.062442608,3.393939394,.793939394
308,13,308,3,4,4,1,2,4,3,1,2,3,3,3,3,5,1,1,0,1,1,2.727272727,3.666666667,.8,3.062442608,3.393939394,.793939394
309,13,309,3,3,4,3,4,3,2,3,3,3,3,3,4,4,0,0,1,1,0,3.090909091,3.666666667,.4,3.062442608,3.393939394,.793939394
310,13,310,4,3,1,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,2.818181818,3,0,3.062442608,3.393939394,.793939394
311,13,311,4,2,1,4,4,1,2,2,1,1,2,4,5,5,1,0,0,0,1,2.181818182,4.666666667,.4,3.062442608,3.393939394,.793939394
312,13,312,3,2,2,1,3,3,3,3,3,3,3,2,3,3,3,3,4,3,1,2.636363636,2.666666667,2.8,3.062442608,3.393939394,.793939394
313,13,313,4,4,4,4,4,4,4,5,3,4,4,3,4,4,0,0,0,0,0,4,3.666666667,0,3.062442608,3.393939394,.793939394
314,13,314,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,3,1,2,0,3.818181818,4,1.8,3.062442608,3.393939394,.793939394
315,13,315,5,4,2,1,4,4,1,4,1,4,4,2,1,1,2,0,0,0,0,3.090909091,1.333333333,.4,3.062442608,3.393939394,.793939394
316,13,316,3,2,2,3,3,2,4,2,3,2,3,4,3,4,2,2,1,1,0,2.636363636,3.666666667,1.2,3.062442608,3.393939394,.793939394
317,13,317,2,2,1,1,1,1,3,3,2,2,1,3,3,3,0,0,0,0,0,1.727272727,3,0,3.062442608,3.393939394,.793939394
318,13,318,3,2,4,5,5,5,5,5,3,3,5,5,5,5,0,0,4,0,0,4.090909091,5,.8,3.062442608,3.393939394,.793939394
319,13,319,1,3,1,2,1,1,1,4,1,1,1,4,3,3,1,1,3,1,1,1.545454545,3.333333333,1.4,3.062442608,3.393939394,.793939394
320,13,320,3,4,4,1,3,5,3,4,2,5,4,5,5,5,0,0,0,0,0,3.454545455,5,0,3.062442608,3.393939394,.793939394
321,13,321,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,0,4,1,0,2.636363636,2,1.4,3.062442608,3.393939394,.793939394
322,13,322,1,1,1,1,1,4,1,3,1,3,3,3,4,4,4,3,0,0,1,1.818181818,3.666666667,1.6,3.062442608,3.393939394,.793939394
323,13,323,3,4,2,3,3,3,4,3,3,2,3,3,3,3,2,0,0,1,1,3,3,.8,3.062442608,3.393939394,.793939394
324,13,324,3,3,4,5,3,3,4,5,4,5,4,4,5,5,1,0,1,0,0,3.909090909,4.666666667,.4,3.062442608,3.393939394,.793939394
325,13,325,4,4,3,2,3,3,2,2,1,1,2,4,4,4,0,0,0,0,0,2.454545455,4,0,3.062442608,3.393939394,.793939394
326,13,326,4,4,3,4,4,4,4,4,3,4,4,4,4,3,0,0,0,0,0,3.818181818,3.666666667,0,3.062442608,3.393939394,.793939394
327,13,327,4,4,2,4,3,3,3,4,4,4,4,4,5,5,0,0,0,0,0,3.545454545,4.666666667,0,3.062442608,3.393939394,.793939394
328,13,328,4,2,2,1,3,2,3,2,1,1,2,3,2,2,4,4,2,0,2,2.090909091,2.333333333,2.4,3.062442608,3.393939394,.793939394
329,13,329,5,4,2,3,5,4,4,5,4,4,3,4,5,4,1,0,2,1,0,3.909090909,4.333333333,.8,3.062442608,3.393939394,.793939394
330,13,330,4,4,4,3,4,3,4,4,4,4,3,3,4,3,2,0,0,0,0,3.727272727,3.333333333,.4,3.062442608,3.393939394,.793939394
331,13,331,5,5,2,5,3,3,4,4,1,1,3,5,5,5,0,0,0,0,0,3.272727273,5,0,3.062442608,3.393939394,.793939394
332,13,332,2,2,3,1,3,3,3,5,3,4,5,1,1,1,2,0,0,0,0,3.090909091,1,.4,3.062442608,3.393939394,.793939394
333,14,333,1,1,1,1,4,4,1,4,1,1,1,1,5,4,3,0,1,1,2,1.818181818,3.333333333,1.4,2.663636364,3.266666667,.72
334,14,334,3,3,2,3,3,3,1,3,3,4,3,1,5,4,0,0,0,0,0,2.818181818,3.333333333,0,2.663636364,3.266666667,.72
335,14,335,2,4,1,1,4,4,1,4,1,1,1,4,5,5,1,1,0,0,1,2.181818182,4.666666667,.6,2.663636364,3.266666667,.72
336,14,336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,4,4,4,1,1,3.2,2.663636364,3.266666667,.72
337,14,337,4,5,3,2,3,3,3,4,3,3,3,2,3,4,0,0,1,0,0,3.272727273,3,.2,2.663636364,3.266666667,.72
338,14,338,2,2,3,3,4,4,5,5,5,5,4,3,5,5,2,0,0,0,0,3.818181818,4.333333333,.4,2.663636364,3.266666667,.72
339,14,339,3,3,3,4,4,4,2,3,2,2,2,3,4,4,0,0,1,1,0,2.909090909,3.666666667,.4,2.663636364,3.266666667,.72
340,14,340,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,2.818181818,3,.2,2.663636364,3.266666667,.72
341,14,341,4,4,3,4,3,3,4,2,4,3,4,4,3,3,0,0,0,0,0,3.454545455,3.333333333,0,2.663636364,3.266666667,.72
342,14,342,3,3,2,2,2,3,3,3,2,3,2,2,4,3,0,0,1,2,1,2.545454545,3,.8,2.663636364,3.266666667,.72
343,15,343,4,3,3,4,4,4,3,3,3,4,3,4,4,4,0,0,0,0,0,3.454545455,4,0,3.018386108,3.640449438,.613483146
344,15,344,4,2,3,3,4,3,3,4,3,3,3,4,4,4,1,0,0,0,0,3.181818182,4,.2,3.018386108,3.640449438,.613483146
345,15,345,5,5,4,1,3,5,3,4,1,4,3,4,5,5,2,0,1,0,0,3.454545455,4.666666667,.6,3.018386108,3.640449438,.613483146
346,15,346,2,4,1,1,1,4,3,3,1,3,4,1,1,1,0,0,0,0,0,2.454545455,1,0,3.018386108,3.640449438,.613483146
347,15,347,4,4,4,4,3,3,4,4,4,4,4,1,1,4,0,0,0,0,0,3.818181818,2,0,3.018386108,3.640449438,.613483146
348,15,348,1,4,1,5,1,3,1,5,3,5,2,3,3,5,0,0,0,0,0,2.818181818,3.666666667,0,3.018386108,3.640449438,.613483146
349,15,349,2,2,2,2,3,3,3,3,2,2,1,4,4,4,2,0,4,3,2,2.272727273,4,2.2,3.018386108,3.640449438,.613483146
350,15,350,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,3.018386108,3.640449438,.613483146
351,15,351,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,3.018386108,3.640449438,.613483146
352,15,352,3,3,3,5,4,4,5,3,5,3,5,5,5,5,0,0,0,0,0,3.909090909,5,0,3.018386108,3.640449438,.613483146
353,15,353,4,4,4,4,4,4,5,4,5,4,5,4,4,4,2,0,0,0,0,4.272727273,4,.4,3.018386108,3.640449438,.613483146
354,15,354,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,0,0,0,0,4.181818182,4.333333333,0,3.018386108,3.640449438,.613483146
355,15,355,4,4,2,2,4,4,2,3,2,4,2,4,4,4,1,1,0,0,0,3,4,.4,3.018386108,3.640449438,.613483146
356,15,356,3,4,3,2,3,3,2,3,2,3,2,2,2,4,2,0,0,0,0,2.727272727,2.666666667,.4,3.018386108,3.640449438,.613483146
357,15,357,4,4,2,4,4,4,4,4,3,3,2,2,2,4,2,0,0,0,0,3.454545455,2.666666667,.4,3.018386108,3.640449438,.613483146
358,15,358,5,4,5,2,3,3,5,3,5,3,5,5,5,5,1,0,0,0,0,3.909090909,5,.2,3.018386108,3.640449438,.613483146
359,15,359,2,2,3,4,4,4,4,4,4,4,4,3,4,4,0,0,0,0,0,3.545454545,3.666666667,0,3.018386108,3.640449438,.613483146
360,15,360,4,4,4,5,4,5,4,4,4,4,4,4,4,4,0,0,0,0,0,4.181818182,4,0,3.018386108,3.640449438,.613483146
361,15,361,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,1,2.818181818,3,1,3.018386108,3.640449438,.613483146
362,15,362,3,5,3,3,4,2,4,2,3,2,3,3,4,4,2,0,0,0,0,3.090909091,3.666666667,.4,3.018386108,3.640449438,.613483146
363,15,363,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,0,3.018386108,3.640449438,.613483146
364,15,364,4,4,3,4,3,3,3,4,3,4,3,4,4,5,1,0,0,0,0,3.454545455,4.333333333,.2,3.018386108,3.640449438,.613483146
365,15,365,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,0,3.018386108,3.640449438,.613483146
366,15,366,5,5,4,1,2,5,2,3,3,3,3,4,5,5,1,0,0,0,0,3.272727273,4.666666667,.2,3.018386108,3.640449438,.613483146
367,15,367,2,2,1,2,2,4,2,4,2,4,2,4,4,4,1,0,0,0,0,2.454545455,4,.2,3.018386108,3.640449438,.613483146
368,15,368,4,4,4,4,4,4,4,4,4,4,4,4,5,4,0,0,0,0,0,4,4.333333333,0,3.018386108,3.640449438,.613483146
369,15,369,4,4,2,3,3,4,4,4,2,4,3,5,2,4,1,0,0,0,0,3.363636364,3.666666667,.2,3.018386108,3.640449438,.613483146
370,15,370,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,3,3,1.4,3.018386108,3.640449438,.613483146
371,15,371,3,2,3,4,4,3,3,4,2,1,3,3,2,3,1,0,0,0,1,2.909090909,2.666666667,.4,3.018386108,3.640449438,.613483146
372,15,372,3,2,2,2,3,3,3,3,3,3,3,3,3,4,1,1,0,0,0,2.727272727,3.333333333,.4,3.018386108,3.640449438,.613483146
373,15,373,4,4,4,4,4,4,4,4,4,4,2,4,5,5,0,0,0,0,0,3.818181818,4.666666667,0,3.018386108,3.640449438,.613483146
374,15,374,2,2,2,4,4,3,3,2,3,3,2,4,5,5,0,0,0,0,0,2.727272727,4.666666667,0,3.018386108,3.640449438,.613483146
